IDLink;Title;Source;Topic;PublishDate;SentimentTitle;SentimentHeadline;Facebook;GooglePlus;LinkedIn
23402;Laborers in modern economy drive legal, political battle over the ...;Sacramento Bee;economy;09.02.2016 17:00;0.109801307644735;-0.11875;31;2;3
23351;The Average American Is in Credit Card Debt, No Matter the Economy;TIME;economy;09.02.2016 17:33;-0.117274273429143;-0.159471988462447;26;5;16
23353;Zimbabwean govt's approach to mining has 'crippled' economy;Eyewitness News;economy;09.02.2016 17:42;0;-0.272772362794991;101;1;2
23348;Killing the Dart and 200 might lower FCA's fuel economy burden;Autoblog (blog);economy;09.02.2016 17:45;-0.0790569415042095;-0.0373588325185593;24;1;4
23365;Atlantic Canada's grim economy worse than Alberta, in need of ...;CBC.ca;economy;09.02.2016 18:07;-0.288022006109058;-0.158986856428429;333;1;23
23378;How the Bloodletting in European Banks Ends Up Damaging the ...;Bloomberg;economy;09.02.2016 18:27;-0.00658807845868402;-0.0283333333333334;52;1;9
23427;More Americans quitting jobs as labor market strengthens;Reuters;economy;09.02.2016 19:20;-0.0353553390593274;0.131830177128956;120;9;320
23393;The Guardian view on the world economy: don't drive on winding ...;The Guardian;economy;09.02.2016 19:45;-0.0418765756358006;-0.103228554313007;27;2;14
23397;Textron Continues IT Hiring Despite Uncertain Economy;Wall Street Journal (blog);economy;09.02.2016 19:45;-0.175202281759486;-0.239850805900062;2;1;1
23433;Negative US rates possible, but no panacea for economic woes;Reuters;economy;09.02.2016 20:00;-0.209171491063221;-0.195482263178508;10;1;7
23399;Oregon has nation's hottest economy: Bloomberg study;OregonLive.com;economy;09.02.2016 20:12;0;-0.0866127910194667;533;1;143
23426;President Bernie Sanders Would Build a Roaring Economy, Says ...;TheStreet.com;economy;09.02.2016 21:20;0;0.192450089729875;129;2;1
23441;Norway seeks diversify its economy as oil earnings plunge;BBC News;economy;10.02.2016 0:13;-0.0833333333333333;-0.152072488197789;147;11;233
23549;Norway seeks to diversify its economy as oil earnings plunge;BBC News;economy;10.02.2016 1:00;-0.0790569415042095;-0.152072488197789;134;2;109
23453;Indonesia in 'Big Push' to Open Up Economy to More Investment;Bloomberg;economy;10.02.2016 2:38;-0.00837531512715986;0.0688460646564993;61;4;111
23541;Low Oil Prices Starting to Hurt Global Economy, OPEC Says;FOX Business;economy;10.02.2016 3:43;-0.23430553324647;-0.163965724393139;33;4;9
23461;FG must create enabling environment to grow economy  Obasanjo;Vanguard;economy;10.02.2016 4:05;0;-0.163663417676994;59;2;3
23565;Yellen warns of domestic, global risks to US economy;AFP via Yahoo! News;economy;10.02.2016 5:39;0.0416666666666667;0.112645875048771;72;2;1
23482;Tourism: a tenth of the world economy;New Vision;economy;10.02.2016 6:22;-0.0944911182523068;0.0409158544192486;4;1;2
23550;Can PSU banks be a multibagger opportunity for stock investors?;Economic Times;economy;10.02.2016 7:00;0;0.00139100830161908;38;3;1
23593;Lord Turner warns of indefinite low rates;BBC News;economy;10.02.2016 8:20;-0.366153083227689;-0.0716768298321195;187;13;396
23629;Yellen: Slower rate hikes if economy disappoints;Associated Press via Yahoo! Finance;economy;10.02.2016 8:49;-0.0944911182523068;-0.192708333333333;38;3;8
23517;The economy and the stock market have already voted for the next ...;MarketWatch;economy;10.02.2016 10:07;-0.0541265877365274;-0.00133250447722257;445;10;52
23521;Forget Nkandla, Zuma should pay for damages to the economy;BusinessTech;economy;10.02.2016 10:19;0.0395284707521047;-0.0559016994374947;252;2;1
23786;What the media hides about China's economic slowdown: Greed ...;Salon;economy;10.02.2016 11:00;0.0416666666666667;0.0466376567027898;168;5;17
23539;Low Oil Prices Starting to Hurt Global Economy, OPEC Says;Wall Street Journal;economy;10.02.2016 11:26;-0.23430553324647;-0.156204922116803;5;5;3
23557;Economic fears putting chill on big purchases: CTV/Nanos survey;CTV News;economy;10.02.2016 12:20;-0.00164701961467092;-0.319801074533416;19;1;9
23555;Study predicts world economy unlikely to stop relying on fossil fuels;Phys.Org;economy;10.02.2016 12:26;-0.0753778361444409;0;24;7;4
23563;Sexy Sharing Economy's MBA Entrepreneurs Start To Emulate ...;BusinessBecause;economy;10.02.2016 13:00;-0.0883883476483184;0.0510310363079829;17;1;5
23554;A quick rundown of everything we know (and often forget) about the ...;Quartz;economy;10.02.2016 13:01;0.0587373711363057;-0.18639444790991;21;1;38
23702;Saudis embrace plea to take share of economic pain;Financial Times;economy;10.02.2016 14:00;-0.064351851851852;-0.124036645886876;10;1;8
23578;The app economy could double to $101 billion by 2020;VentureBeat;economy;10.02.2016 14:01;-0.176776695296637;-0.16319300152657;43;8;594
23579;Pain Threshold: Saudi Economy Reels Due to Low Oil Prices;Sputnik International;economy;10.02.2016 14:04;-0.152623817626182;-0.0286707319328478;8;1;1
23568;The Fed Chair's Warnings About the US Economy;The Atlantic;economy;10.02.2016 14:17;0.176776695296637;0.146714229385451;33;4;13
23592;Barack Obama's America is a land of economic discontent;MarketWatch;economy;10.02.2016 15:01;-0.0416666666666667;-0.0510793382935316;43;1;2
23603;Story Homes set to bolster local economy;Manchester Evening News;economy;10.02.2016 15:03;-0.153075611568737;0.078192905271403;6;2;81
23609;Pakistani Youth See Opportunity in a Globalized Economy;World Bank Group;economy;10.02.2016 15:23;0.1129897710771;0.16875;39;1;43
23611;Sour economy could put Ottawa $90-billion in the hole over 4 years ...;The Globe and Mail;economy;10.02.2016 15:57;-0.0746240577829966;-0.283333333333333;16;7;2
23652;12 fascinating facts about the Chinese economy;Business Insider;economy;10.02.2016 16:00;0.408248290463863;0.0302607329101535;28;13;60
23625;Trade crisis: Maersk warns 'abnormal' conditions in the global ...;International Business Times UK;economy;10.02.2016 16:19;0.0416666666666667;-0.109108945117996;16;2;11
23640;As Economy Suffers, Economic Theory Flourishes;Wall Street Journal;economy;10.02.2016 17:32;-0.0510310363079829;-0.154937793778521;114;4;23
23650;The Rot at the Heart of the Brazilian Economy;Foreign Policy;economy;10.02.2016 18:48;0.0729166666666667;0.10926536713225;258;3;63
23669;In The Digital Economy, Winners Will Place People First;Forbes;economy;10.02.2016 19:00;0.0729166666666667;-0.0255155181539914;23;3;288
23672;Janet Yellen Super Pissed At Global Economy Right Now;DealBreaker;economy;10.02.2016 19:01;0.164812748015873;0.110049274085678;6;1;1
23670;We will make NIPOST economic hub of the nation's economy ...;Vanguard;economy;10.02.2016 19:23;0.0433495562581414;0.0621011745963262;28;1;1
23733;8 Companies Shaping the Future of the Booming Online Work ...;Entrepreneur;economy;10.02.2016 19:40;0.193576388888889;-0.125778823734363;282;42;237
23676;Inside Jamaica's Economy With Finance Minister Phillips;Bloomberg;economy;10.02.2016 20:08;0;0.0573539334676404;238;5;14
23757;Former Fed chair Ben Bernanke on the U.S. economy, the financial ...;Washington Business Journal;economy;10.02.2016 20:20;0;0.380318986207274;7;1;1
23691;Cisco Forecast Counters Concern That Economy Weighs on Orders;Bloomberg;economy;10.02.2016 21:30;-0.0625;0.143481028556237;3;1;46
23693;"S&amp;P 500 flat; Yellen sees no reason to reverse hike plan";Reuters;economy;10.02.2016 21:54;-0.171200392322202;-0.144337567297406;103;11;13
23726;"Permanent R&amp;D Tax Credit Long-Fought Win for U.S. Economy ...";EE Times;economy;10.02.2016 22:00;0.130007858490288;-0.0134332482993199;3;2;56
23718;CBI downgrades forecast for UK economic growth;The Guardian;economy;11.02.2016 0:01;-0.188982236504614;-0.13276653616405;40;7;25
23770;Greg Hunt wins world's best minister award in Dubai;RenewEconomy;economy;11.02.2016 0:20;0.111111111111111;-0.113262880563918;59;2;18
23748;Oil Glut Compounded By Cracks In Global Economy;OilPrice.com;economy;11.02.2016 0:40;-0.220970869120796;0.0310917711351931;5;2;12
23734;They fall down, go boom! Obama economy killing businesses;WND.com;economy;11.02.2016 1:07;-0.0149980709876544;-0.00666252238611283;1254;94;5
23804;Economy Tops Americans' Minds as Most Important Problem;Gallup;economy;11.02.2016 1:30;-0.0441941738241592;-0.167724113028284;16;3;9
23747;Low rates lead to 'lost decade' for savers: Slowing global economy ...;Daily Mail;economy;11.02.2016 2:01;-0.141333442770827;-0.150912307173808;14;2;4
23788;UK's digital industries growing 32pc faster than wider economy;Telegraph.co.uk;economy;11.02.2016 5:20;0.0416666666666667;0.0127577590769957;45;3;512
23769;Hong Kong stocks plunge 4% as global economy concerns play out;The Guardian;economy;11.02.2016 5:24;-0.0947951289332882;-0.0318423252064606;42;6;78
23771;Google tax row won't slow UK's booming digital economy, says ...;City A.M.;economy;11.02.2016 6:17;-0.108703294568288;-0.0146611697383881;3;2;2
23774;Kazakhstan Parliament ratifies free trade agreement with Vietnam ...;TASS;economy;11.02.2016 6:38;-0.0331456303681194;-0.0139754248593737;3;1;3
23784;Airbnb Leads Call for EU to Block Nations' Sharing-Economy Laws;Bloomberg;economy;11.02.2016 7:31;-0.09971859573275;0.358384149160597;13;1;24
23796;War, Plunging Oil Prices Send Iraq's Economy Into Crisis;ABC News;economy;11.02.2016 8:20;-0.125;0.13276653616405;11;3;11
23895;Timeliest U.S. Data Show Economy Not at Risk as Stocks Crumble;Bloomberg;economy;11.02.2016 8:58;-0.176663168306722;-0.218217890235992;11;1;10
23890;If there is another economic crash, Europe's far right is ready for it;The Guardian;economy;11.02.2016 9:00;0.101308107824357;-0.124266855846554;981;29;37
23816;European markets slump on global economy fears;RTE.ie;economy;11.02.2016 10:20;-0.0472455591261534;0.219863238741723;3;1;3
23852;What's in between traditional work and the gig economy;The Next Web;economy;11.02.2016 12:00;0.0269097222222222;0.0327574017317215;26;11;71
23926;Telus profit falls on wireless competition, Alberta economy;The Globe and Mail (subscription);economy;11.02.2016 12:00;0.132582521472478;0.12375;3;1;1
23825;EU should not rush into granting China market economy status;EUobserver;economy;11.02.2016 12:04;-0.3269333935122;0.0619047788631099;6;2;15
23855;Global economic realities being ignored amid all this market turmoil;The Globe and Mail (subscription);economy;11.02.2016 13:00;0;-0.133956470308455;30;4;25
23840;This Outdoorsy Hipster State Has the Country's Healthiest Economy;Money;economy;11.02.2016 13:07;0.0833333333333333;0.087287156094397;17;6;3
23853;This is what's choking the Chinese economy;CNBC;economy;11.02.2016 14:31;0;-0.0120281306081172;130;6;87
23862;Uber and AirBnB call on EU to support 'collaborative economy';The Guardian;economy;11.02.2016 15:11;-0.074939392467532;-0.130639515120736;29;2;36
23872;Yellen Reiterates Concerns About Risks to Economy in Senate ...;Wall Street Journal;economy;11.02.2016 15:20;0.166666666666667;0.0818317088384971;173;4;35
23875;2017 Kia Optima Hybrid brings fuel economy in a familiar body;SlashGear;economy;11.02.2016 15:20;-0.0790569415042095;-0.0645548944829857;3;3;3
23882;Tesla Isn't Feeling the Pain From Weak Global Economy, Unlike Apple;TheStreet.com;economy;11.02.2016 15:40;0.0167506302543203;-0.109470067379964;8;1;1
23886;"Europe tanks 3.7% at close on growth fears; SocGen slips 12.6%";CNBC;economy;11.02.2016 16:44;-0.0675;-0.0240979893676587;44;8;42
23888;Trudeau shies away from Liberals' balanced-budget vow, cites ...;CBC.ca;economy;11.02.2016 16:52;0.03125;0.0573539334676404;973;3;7
23896;PepsiCo CEO Says She's Never Seen Global Economy This Bumpy;Fortune;economy;11.02.2016 16:58;-0.118585412256314;0.073543550676819;13;1;12
23989;In Japan, Luxury Flourishes While Economy Flounders;The Business of Fashion;economy;11.02.2016 18:00;0.0472455591261534;-0.106351585300724;60;2;290
23915;Recession talk. Is the US economy running on empty?;CNBC;economy;11.02.2016 18:17;0;-0.0962068232554691;665;21;59
23997;Markets may be tanking but the U.S. economy isn't;CNNMoney;economy;11.02.2016 18:20;0;0.175;275;1;67
23931;PM Narendra Modi has initiated key structural reforms in Indian ...;Economic Times;economy;11.02.2016 18:34;0;0.015309310892395;273;40;1
24062;What's behind the global stock market selloff?;Economic Times;economy;11.02.2016 19:20;0;0.0599627014750154;11;1;3
23938;Facebook director appointed to digital economy advisory group;The Guardian;economy;11.02.2016 19:33;0.176776695296637;-0.21285846434993;15;4;17
23939;Liverpool football fans have shown why we need a moral economy;The Guardian;economy;11.02.2016 19:39;-0.238696481124063;-0.137783798031554;72;1;13
23955;The Sharing Economy Is Not Your Friend;VICE;economy;11.02.2016 20:00;-0.28347335475692;0;196;1;4
23985;Here's a great summary of where China's economy is at and why it ...;Business Insider Australia;economy;11.02.2016 22:40;-0.124807544150677;0.0682636474591614;12;4;21
24048;Germany Maintains Momentum Showing Resilience to Global Turmoil;Bloomberg;economy;11.02.2016 23:04;-0.176776695296637;0;22;2;35
23995;Markets Panic as the Global Economy Enters a New Phase;STRATFOR;economy;12.02.2016 0:14;-0.401872785979731;-0.215030489496358;42;3;33
24077;Italy Economy Barely Expands, Casting Doubts on Recovery Outlook;Bloomberg;economy;12.02.2016 1:17;0.0104166666666667;-0.175140168224314;6;1;1
24015;Japanese shares plunge amid global economic worries;BBC News;economy;12.02.2016 2:00;0;-0.0194290242871199;97;6;14
24106;Venezuela under 'economic emergency' as court gives Maduro ...;The Guardian;economy;12.02.2016 2:40;0.0110485434560398;0.207908008820197;160;2;4
24013;Japanese shares plunge amid global economic worries;BBC News;economy;12.02.2016 2:40;0;0.0586446789535523;168;9;11
24010;Clinton Adopts Sanders' Rhetoric of `Rigged' Economy in Debate;Bloomberg;economy;12.02.2016 2:53;0.0729166666666667;-0.121267812518166;99;17;6
24122;Greek Economy Returns to Recession After Shrinking in Fourth Quarter;Bloomberg;economy;12.02.2016 3:02;0;0;103;5;22
24040;Hillary Clinton: The Economy Is Rigged;Bloomberg;economy;12.02.2016 6:07;0;0.111803398874989;9;1;2
24128;Will Australia Feel the Economic Chill From China's Slowdown?;Voice of America;economy;12.02.2016 7:00;0;0.13276653616405;13;3;11
24053;German Economy Steady as Robust Domestic Consumption Offsets ...;Wall Street Journal;economy;12.02.2016 7:19;-0.0331456303681194;-0.619647884149287;17;3;3
24091;GDP data point to eurozone's economic frailty;Financial Times;economy;12.02.2016 9:55;0.21260501606769;0.139754248593737;37;3;18
24090;FM Arun Jaitley to investors: Don't panic, trust economy's strength;Economic Times;economy;12.02.2016 9:57;0.187760236072498;-0.203125;10;1;2
24094;Bill Gross rivalry with Pimco hinges on US economic performance;Financial Times;economy;12.02.2016 9:59;0.0889390591922357;0.00024514516892273;12;1;11
24110;Yield curve recession indicator sends warning on US economy;Financial Times;economy;12.02.2016 10:00;0.104166666666667;-0.0218217890235992;12;2;35
24096;What Canada needs for a prosperous innovation economy;The Globe and Mail (subscription);economy;12.02.2016 10:00;0.176776695296637;-0.111803398874989;27;1;39
24104;Eurozone economy grows 1.5% in 2015;BBC News;economy;12.02.2016 10:16;0;-0.30004959907449;31;5;17
24163;Why no one's really sure how fast India's economy will grow this year;Scroll.in;economy;12.02.2016 10:20;0.0754809282549544;0.0613737816288729;28;1;3
24129;The Algorithm Economy will start a huge wave of innovation;Firstpost;economy;12.02.2016 11:00;-0.213453742061366;0.102062072615966;2;4;25
24132;As the sharing economy grows, so do the scam attempts;Los Angeles Times;economy;12.02.2016 11:20;-0.0790569415042095;-0.112945307614249;29;1;3
24224;Watch 1,400 Workers Lose Their Jobs At Once—Because Their Jobs Are Going To Mexico;Fast Company Magazine;economy;12.02.2016 11:31;-0.102078946563773;-0.295560973455749;989;20;169
24131;Britain's economy will be worse off if it leaves the EU;Reuters UK;economy;12.02.2016 11:34;-0.194005799605537;-0.131745125401776;26;3;2
24136;Nigerians are using a Twitter hashtag to help their country's economy;CNN International;economy;12.02.2016 12:03;-0.0125629726907402;0.167705098312484;307;2;5
24140;How to guide your kids toward success in tomorrow's innovation ...;ZDNet;economy;12.02.2016 12:20;0.0724688630455255;0.121267812518166;43;1;12
24139;Five Economic Mysteries That Puzzle Today;Fortune;economy;12.02.2016 12:47;0.0992270150433002;0.0418900414292306;49;1;2
24150;Paul Krugman | The Political Economy of Interest Rates Revisited;New York Times (blog);economy;12.02.2016 13:20;0.0416666666666667;0.0675;51;3;7
24228;A hedge fund that makes money when markets go crazy has ...;Business Insider;economy;12.02.2016 14:00;-0.160177901806937;-0.334154892396726;6;1;111
24287;Desperately seeking signs of inflation;Reuters;economy;12.02.2016 15:20;-0.0419262745781211;-0.228044943501299;27;4;12
24244;Court clears path for Venezuela economic emergency measures;Financial Times;economy;12.02.2016 16:00;-0.121533978016438;-0.0732877462472411;52;3;9
24181;Negative rate talk 'premature,' economy fine: Dudley;CNBC;economy;12.02.2016 16:11;-0.197032358299377;0.280728223376511;33;4;12
24190;Americans Spending Through Market Slump Bodes Well for Economy;Bloomberg;economy;12.02.2016 16:43;0.0419372925839593;0.039975134316677;10;1;30
24192;Is the World Economy Trapped in a 'Death Spiral'?;TheBlaze.com;economy;12.02.2016 17:04;0;0.104257207028537;99;2;2
24198;'Killing the Host': the financial system is destroying the global economy;The Ecologist;economy;12.02.2016 17:32;-0.0376889180722205;0.195655948031232;337;5;2
24199;Scotiabank CEO sees 'unsettling' disconnect between markets ...;The Globe and Mail (subscription);economy;12.02.2016 17:49;0;-0.0659150885644779;46;3;32
24227;Need a job? Workers join gig economy;Asbury Park Press;economy;12.02.2016 18:00;-0.176186564241281;0.0226804605813257;19;1;31
24202;Does the US Need New Rules for Workers in the Gig Economy?;Fortune;economy;12.02.2016 18:05;0;0.0703241982991324;13;7;86
24216;George Osborne's buy-to-let raid risks damaging UK economy;Telegraph.co.uk;economy;12.02.2016 18:50;0.0494105884401309;0.00716924168345505;83;4;46
24242;Scotiabank CEO sees 'unsettling' disconnect between markets ...;bnn.ca;economy;12.02.2016 19:00;0;-0.0659150885644779;17;1;11
24221;How Bernie Sanders would remake the whole US economy;Yahoo Finance;economy;12.02.2016 19:07;0.166666666666667;0.208373393584321;1067;5;2
24272;The Economy We Want Starts With a Constitutional Amendment;YES! Magazine;economy;12.02.2016 20:00;0.174479166666667;0.0166563059652823;130;6;2
24263;The world can't afford another financial crash  it could destroy ...;Telegraph.co.uk;economy;12.02.2016 20:20;0;0.00302800871953088;2582;61;397
24241;The Rise of the Platform Economy;Wall Street Journal (blog);economy;12.02.2016 21:00;0.0454176223141048;-0.0746202507244636;2;1;22
24265;BOJ's Nakaso Speaks About Policy, Negative Rates, Economy;Bloomberg;economy;12.02.2016 21:20;0.0570841411895389;0.147906579761705;3;2;28
24243;5 Things to Watch on the Economic Calendar;Wall Street Journal (blog);economy;12.02.2016 21:23;0.0708683386892301;0.0282597903063704;16;2;9
24249;Retail sales, economy predicted to continue pattern of growth;Hamilton Journal News;economy;12.02.2016 21:39;-0.0833333333333333;0.0978279740156157;14;1;2
24266;Oil price pain seeps into other sectors of Alberta economy;CBC.ca;economy;12.02.2016 23:39;-0.122977464562104;0.342095057063281;107;2;34
24382;Daily and Sunday Politics manifesto tracker: Economy;BBC News;economy;13.02.2016 0:00;0.129925287596922;-0.0290593401198236;104;2;2
24443;"India's GDP numbers dependable; rigging not possible: Kaushik Basu";Economic Times;economy;13.02.2016 0:00;-0.25;-0.234578715814209;144;1;13
24299;Dear European Commission: Please Support the Collaborative ...;Crowdfund Insider;economy;13.02.2016 0:00;0.14173667737846;0.0204579272096243;4;1;1
24306;Canada has work to do to stand out as an innovation economy;The Globe and Mail;economy;13.02.2016 10:20;-0.0849486724198277;-0.00217202514642772;22;5;38
24307;It keeps getting harder to argue the US economy is entering recession;Business Insider;economy;13.02.2016 11:01;0;-0.219745927456563;70;1;65
24332;Chinese Start to Lose Confidence in Their Currency;New York Times;economy;13.02.2016 11:20;-0.0024552318791198;-0.266500895444513;989;41;766
24313;'Damn Lies, Deep Crisis' In Russian Economy, Says Former Central ...;RadioFreeEurope/RadioLiberty;economy;13.02.2016 12:07;0.0573162825905519;-0.122583307197331;56;2;17
24324;Tech center drives aviation research, local economy;Press of Atlantic City;economy;13.02.2016 15:06;0.0472455591261534;0.0786728476414736;47;2;1
24336;The Gig-Economy Happiness Gap: Surprising Reasons Creative ...;Forbes;economy;13.02.2016 16:00;-0.154679608384557;0.0110638780136708;28;3;38
24342;Will crash in bank shares infect the real economy?;Telegraph.co.uk;economy;13.02.2016 17:37;0;-0.174305018000836;16;1;3
24381;Global economy to grow at steady pace this year;Khaleej Times;economy;13.02.2016 20:40;-0.104166666666667;-0.272916666666667;3;2;5
24372;Finding sparks of hope in China's economy;The Straits Times;economy;13.02.2016 21:20;0.0826797284707684;-0.0415220152254597;4;1;12
24362;Wealthy Chinese look to move money out as economy declines;The Seattle Times;economy;13.02.2016 22:06;-0.0922330984215777;0.2;30;2;45
24384;Indian economy GDP growth masks business weakness;Nikkei Asian Review;economy;13.02.2016 22:40;-0.328094160598288;-0.216116502069572;2;4;3
24430;Philippine economy Currency weakens as workers come home for ...;Nikkei Asian Review;economy;13.02.2016 23:00;0;-0.104257207028537;40;2;56
24371;How DHL Pioneered The Sharing Economy;TechCrunch;economy;14.02.2016 0:01;-0.0510310363079829;-0.0648944678383181;68;96;481
24389;Now India is growing fast it's time to update our tired image of the ...;The Guardian;economy;14.02.2016 0:40;0.283965069531951;-0.295395419914189;215;9;677
24391;As economy slips, China's wealthy move money out;Times of India;economy;14.02.2016 3:00;-0.132582521472478;-0.266500895444513;82;7;48
24388;Blame Jack Lew to our country's struggling economy;New York Post;economy;14.02.2016 3:01;-0.176776695296637;-0.0361469840514878;14;1;1
24460;How Australia Is Weathering the Commodities Rout;The Wall Street Journal;economy;14.02.2016 7:42;0;-0.222865646258503;110;1;50
24404;Most Russians See Economy In Crisis;RadioFreeEurope/RadioLiberty;economy;14.02.2016 8:40;0.0284072768781105;-0.179166666666667;8;1;1
24406;What Sumo Wrestling Tells Us About Japan's Economy;Forbes;economy;14.02.2016 8:40;0.176776695296637;-0.144354651699111;31;3;18
24410;"&quot;Israel thinks it's an open economy. It isn't&quot;";Globes;economy;14.02.2016 8:40;-0.081252967657104;-0.116666666666667;105;2;34
24444;How Adriano Maleiane is transforming Mozambique's economy;Global Risk Insights;economy;14.02.2016 10:40;0;-0.0223606797749979;20;1;123
24408;You're not imagining things, the economy really is rigged against you;New York Post;economy;14.02.2016 11:40;-0.126414912700573;-0.115170553180107;175;15;17
24409;Oil price has fallen, so where's the payoff for global economy?;The National;economy;14.02.2016 11:40;0;-0.0764240876892776;6;1;70
24464;Outlook for Markets: More Volatility as Debate Over Economy Heats Up;Nasdaq;economy;14.02.2016 11:49;0.0690963497990709;0.0690963497990709;1;1;1
24426;India Only Economy Not Affected By Global Economic Crisis, Says ...;NDTV;economy;14.02.2016 12:00;0.0913546879604199;0.0430555555555556;45;32;17
24474;'THE BEARS HAVE A PROBLEM': Here's your complete preview of a 4-day week for the US economy (DIA, SPX, SPY, QQQ, TLT ...;Business Insider;economy;14.02.2016 13:19;-0.148056053024729;-0.158839780959125;24;1;43
24484;Economic Collapse: Insider Says Conditions are Worse Than 2008;Profit Confidential;economy;14.02.2016 14:00;-0.169548492644508;-0.134381728944355;17;9;2
24440;Russian trade hit by sanctions and commodity crisis;Financial Times;economy;14.02.2016 14:00;-0.0773398041922786;-0.136837584224955;45;1;58
24573;Japanese economy contracts by 0.4%;BBC News;economy;14.02.2016 16:25;-0.25;-0.129099444873581;158;7;27
24448;Manufacturing and housing are the yin and yang of the US economy;MarketWatch;economy;14.02.2016 17:05;0;-0.0982748177061677;39;1;23
24518;The truth about the US economy;CNBC;economy;14.02.2016 17:26;0.204124145231932;0.344317742200251;561;15;160
24492;Iranian businesses still hobbled by sanctions fallout;Financial Times;economy;14.02.2016 17:40;-0.159734985616995;0.128051470312093;40;54;491
24559;Japan's economy shrinks again in Q4;CNBC;economy;14.02.2016 18:42;0;-0.253624252613318;32;6;11
24465;Outlook for Markets: More Volatility as Debate Over Economy Heats ...;Wall Street Journal;economy;14.02.2016 19:29;0;-0.062988729246408;26;3;18
24472;Robots: Destroying jobs, our economy, and possibly the world;Ars Technica;economy;14.02.2016 21:04;0;0.0863779148850803;214;102;255
24583;Japan's Economy Shrinks Again in Fourth Quarter;The Wall Street Journal;economy;14.02.2016 22:52;0;-0.0573539334676404;189;4;20
24667;"Budget 2016 to pivot around reforms and rural uplift; to focus on ...";Economic Times;economy;14.02.2016 23:20;0.150755672288882;-0.136930639376292;51;17;8
24500;Japan economy shrinks more than expected, adds to fears of global ...;Reuters UK;economy;15.02.2016 0:04;0;-0.228265272703103;116;33;34
24502;Tories' failure to invest in mental health costs economy ...;Mirror.co.uk;economy;15.02.2016 0:05;0.143229166666667;0.0111630391923713;147;2;8
24499;Japan's Economy Contracted Again in Final Quarter of 2015;Bloomberg;economy;15.02.2016 0:07;-0.220970869120796;-0.262406403329135;204;6;112
24509;"Japan's economy shrinks again; Abenomics in doubt";MarketWatch;economy;15.02.2016 0:15;0.188982236504614;0.0637127376285507;21;2;2
24625;Lisa Nandy: The transition to a greener economy is irreversible;Business Green;economy;15.02.2016 0:20;-0.0790569415042095;-0.0320750149549793;8;1;16
24514;Record sales at Regina RV show despite Saskatchewan's slowing ...;Globalnews.ca;economy;15.02.2016 0:35;0.037326388888889;-0.158388148406235;32;1;8
24513;Boost for economy as Joint Venture Act gazetted;The Herald;economy;15.02.2016 0:47;0.0883883476483184;0.237582222609353;5;1;3
24512;Japan's economy contracts in fourth quarter;BBC News;economy;15.02.2016 1:00;0;-0.133250447722257;96;10;40
24525;Support for entrepreneurs is vital for growing economy;Irish Times;economy;15.02.2016 1:40;-0.0441941738241592;0.077078127756849;8;1;72
24535;The Deepening Economic Crash and the 2016 Election;Huffington Post;economy;15.02.2016 3:00;-0.0251976315339485;-0.220661981072482;293;4;2
24567;Japan's Economy Contracts in Latest Setback for Abe Policies;New York Times;economy;15.02.2016 3:40;-0.0833333333333333;-0.15474832664286;11;2;1
24534;Is it stupid for the EU debate to focus on the economy?;BBC News;economy;15.02.2016 3:47;0;-0.0547959927644831;47;1;8
24552;Watch Malema vs Sunter in heavyweight debate on economy;BDlive;economy;15.02.2016 5:07;0.104166666666667;0.0838525491562421;42;1;14
24578;Global currency wars a risky zero-sum game for world economy;South China Morning Post (subscription);economy;15.02.2016 7:00;-0.169600131324992;0.0718300555360142;3;2;1
24723;Why Saudi Arabia and Russia are still flooding the oil market;CNNMoney;economy;15.02.2016 7:00;0.0987090711415298;0.614140110152478;447;5;291
24597;Paving the Way for a Circular Economy;Triple Pundit (registration) (blog);economy;15.02.2016 9:16;-0.0944911182523068;0.118595189092532;9;1;3
24602;China's Economy: Real Estate and Export Concerns;Bloomberg;economy;15.02.2016 10:04;0.0708683386892301;0.0146575492494482;4;1;2
24624;Drifting online economy? Just cry me a digital river;Siliconrepublic.com;economy;15.02.2016 11:20;-0.0902777777777778;0.00765465544619743;6;4;20
24736;Jobs, economy are Wynne's top priorities as Ont. legislature resumes;CTV Toronto;economy;15.02.2016 11:43;-0.0395284707521047;-0.0815989012292334;5;1;1
24623;CEBR says markets 'are wrong on global economy' and world is ...;This is Money;economy;15.02.2016 12:09;-0.0753778361444409;-0.245303356474901;11;5;6
24640;Chinese premier says economy faces great challenges, new ...;Reuters UK;economy;15.02.2016 13:28;-0.0928077650307341;-0.0618718433538228;20;2;17
24661;Around five million crowd workers in the U.K. 'gig economy', new ...;Phys.Org;economy;15.02.2016 13:40;0.039091424476381;-0.12042157753827;7;2;8
24663;Economic fundamentals of BRICS unchanged: Chinese official;Xinhua;economy;15.02.2016 13:40;-0.236227795630767;0.047784553221413;5;2;3
24660;China's Bad Loans Rise to Highest in a Decade as Economy Slows;Bloomberg;economy;15.02.2016 13:42;-0.145226176130088;-0.402339235122611;315;15;178
24665;Oil industry woes striking hard at Newfoundland economy: analyst;CTV News;economy;15.02.2016 14:01;-0.0392573696145123;-0.120921113699635;26;2;3
24651;What's at Stake in an Economy with Low Oil Prices;Harvard Business Review;economy;15.02.2016 14:17;-0.187760236072498;0.0925;371;17;2198
